,Rank,Wine,Winery,Vintage,Score,Price,Notes,ListYear
1595,18,Chateau Souverain Chardonnay Sonoma County +,Chateau Souverain,2002,91,14.0,"A rich, stylish wine with concentrated layers of ripe fig, apricot and honeysuckle, turning elegant and polished, with a long, rich finish. Drink now through 2006. 64,000 cases made. —JL",2004
1596,27,Elderton Shiraz Barossa Command +,Elderton,2000,97,66.0,"Big and powerful, brimming with tarry, spicy black cherry, dark plum, blackberry and chocolate flavors. Rich and gooey like a warm flourless chocolate cake, yet it finds a plush balance that keeps it from veering off into heaviness. This has grace, harmony and refinement, without losing an ounce of power. Drink now through 2025. 600 cases imported. —HS",2004
1597,20,Quinta do Vale Meão Douro +,Quinta do Vale Meão,2000,95,49.0,"Powerful, intense and concentrated red, with robust flavors of dark plum, dark cherry and spice, all tightly wrapped but generous and deep. Smoke and dark chocolate notes emerge on the long, refined finish. A stunning red from the wilds of the Douro. Touriga Nacional, Touriga Francesca, Tinta Roriz, Tinta Barroca and Tinto Cão. Best from 2005 through 2008. 2,160 cases made. —KM",2004
1598,19,Ponzi Pinot Noir Willamette Valley +,Ponzi,2002,94,30.0,"Lithe in texture, vivid in flavor, with a burst of black cherry, currant, huckleberry, cedar, vanilla and exotic spice flavors that hang together beautifully. Rich from the first sip, and the flavors persist impressively. Yum. Drink now through 2012. 1,350 cases made. —HS",2004
1599,22,Beringer Chardonnay Napa Valley Sbragia Limited Release +,Beringer,2002,94,40.0,"A superrich, multifaceted Chardonnay brimming with exotic ripe pear, fig and honeysuckle flavors overlaid by smoky, toasty, roasted marshmallow oak, finishing with a long, saturated, unctuous aftertaste. Drink now through 2008. 5,000 cases made. —JL",2004
1600,21,Glen Carlou Chardonnay Paarl +,Glen Carlou,2002,91,14.0,"This pulls no punches, with lots of grilled hazelnut, matchstick and piecrust aroma followed by ripe pear, fig and melon flavors. Long, smoky finish delivers another wave of fruit. Drink now through 2005. 15,000 cases made. —JM",2004
1601,26,Concha y Toro Cabernet Sauvignon Puente Alto Don Melchor +,Concha y Toro,2000,94,41.0,"Terrific personality, with prune, cocoa, loam, mineral, dark currant, blackberry, tar and sanguine flavors that don't quit. Well-structured, with fine balance and harmony already and a very long finish. Best from 2005 through 2010. 15,200 cases made. —JM",2004
1602,23,Château Guiraud Sauternes +,Château Guiraud,2001,96,50.0,"Golden yellow. Butterscotch and vanilla, with hints of ripe apples. Full-bodied, with lots of sweetness and a spicy apricot and honey aftertaste. Excellent concentration and balance. Loads of botrytis character on the finish. Intense. Hard not to drink now because it's so luscious and rich. Best after 2008. 11,665 cases made. —JS",2004
1603,32,Viticcio Chianti Classico Riserva +,Viticcio,2001,94,22.0,"Classy, elegant red with plum, berry and soft mineral character. Medium- to full-bodied, with silky tannins and a long, long minerally finish. Best after 2005. 2,055 cases made. —JS",2004
1604,31,Domaine Charvin Châteauneuf-du-Pape +,Domaine Charvin,2001,96,70.0,"Dark and dense, this very powerful Châteauneuf oozes dark chocolate, black currant, tar, mineral, grilled beef and roasted chestnut flavors that just won't quit. Yet despite its exotic range of flavors, it has a pure, silky core of fruit that remains steadfast through the extremely long finish. An awesome young wine. Best from 2006 through 2024. 2,350 cases made. —JM",2004
1605,29,Castello Banfi Brunello di Montalcino +,Castello Banfi,1999,94,66.0,"This wine shows an incredible concentration of fruit, with loads of berries and spices on the nose. Full-bodied, with soft and silky tannins and lots of smoky character. Goes for a long time on the finish. Always a benchmark for the region. Best after 2005. 55,000 cases made. —JS",2004
1606,35,Henri Bourgeois Pouilly-Fumé La Porte de L'Abbaye +,Henri Bourgeois,2002,92,17.0,"This offers layers of streamlined flint, lime, lemon curd, smoke, green almond and dried herbs, all running through a long finish that never breaks stride. Drink now through 2008. 12,500 cases made. —JM",2004
1607,39,Siro Pacenti Brunello di Montalcino +,Siro Pacenti,1999,96,75.0,"Beautiful spice, berry, plum and raspberry character with hints of spices. Full-bodied, with well-integrated tannins and a long, long finish. This is always one of the greatest producers of Brunello and 1999 is no different. If you couldn't get his 1997 (97 points), buy this. Best after 2006. 2,000 cases made. —JS",2004
1608,33,Cougar Crest Syrah Walla Walla Valley +,Cougar Crest,2002,94,26.0,"Ripe, beautifully focused and generous, a delicious mouthful of blackberry, cherry, blueberry, plum and exotic spice flavors that just don't quit, hinting at smoke and meat on the lithe, elegant finish. Impressive for its balance of power and grace. Drink now through 2012. 1,360 cases made. —HS",2004
1609,30,Columbia Crest Cabernet Sauvignon Columbia Valley Reserve +,Columbia Crest,2001,93,30.0,"Ripe, polished, opulent style teems with spicy black cherry, raspberry, black olive, bay leaf and sweet spice flavors, which echo against the superfine tannins on the long, generous finish. Drink now through 2013. 4,000 cases made. —HS",2004
1610,37,Château Cos-d'Estournel St.-Estèphe +,Château Cos-d'Estournel,2001,94,65.0,"Wonderful spice and currant aromas to this young wine. Full-bodied, with super well-integrated, refined tannins. Long caressing finish. This is very, very silky. Just like from barrel. Cos is on top of it now. Best after 2008. 17,705 cases made. —JS",2004
1611,51,Two Hands Shiraz McLaren Vale Angel's Share +,Two Hands,2003,92,24.0,"Not a huge mouthful, but it unfolds its flavors and builds up intensity as the blackberry, plum, cedar and floral pepper flavors persist onto the long, generous finish. Best from 2007 through 2015. 2,200 cases imported. —HS",2004
1612,36,Marqués de Griñon Syrah Viño de Mesa de Toledo Dominio de Valdepusa +,Marqués de Griñon,2001,94,35.0,"Powerful aromas of anise, game and tar may be too strong for some, but they morph into ripe blackberry, cassis, espresso, black pepper, licorice and mineral flavors on the palate. The texture is plush, the tannins massive but well-integrated, and the fruit sails on the finish. Ambitious red in the full-blown international style. Drink now through 2010. 4,000 cases made. —TM",2004
1613,42,Worthy Cabernet Sauvignon Napa Valley Sophia's Cuvee +,Worthy,2001,93,27.0,"Appealing for its exuberant display of ripe, fleshy blackberry and wild berry fruit. It adds a pretty touch of floral and cedar nuances before revealing its depth, richness and concentration on a long, persistent, impressive finish that keeps the flavors lively and flowing. Drink now through 2012. 1,375 cases made. —JL",2004
1614,46,Pride Cabernet Sauvignon Napa Valley Reserve +,Pride,2001,96,115.0,"Phenomenal wine, with seductive spicy, mocha and chocolaty oak aromas and ripe, rich, plush currant and blackberry flavors that are deeply concentrated; reveals extra layers of complexity and depth and finishes with a potent burst of ripe flavors. No denying its tannic strength, but this wine packs a wallop of fruit as well. Drink now through 2012. 1,180 cases made. —JL",2004
1615,28,Green Point Shiraz Victoria +,Green Point,2002,93,18.0,"Bright, juicy and lively with blackberry, huckleberry, white pepper and a refined floral character that melds beautifully through the finish, and the tremendous aftertaste just doesn't quit. A stylish Shiraz that should keep giving for years. Best from 2006 through 2015. 5,000 cases imported. —HS",2004
1616,41,Rosenblum Zinfandel Paso Robles Richard Sauret Vineyard +,Rosenblum,2002,92,19.0,"Intense and rich in flavor, with smoky, toasty oak wrapped snugly around a core of plum and blackberry fruit, turning complex as they fold together on the finish, ending with a chocolate espresso bean aftertaste. Drink now through 2009. 2,858 cases made. —JL",2004
1617,38,Torbreck The Struie Barossa Valley +,Torbreck,2002,94,50.0,"Ripe, round and decadent, plush in texture, oozing with tarry, chocolaty plum and black cherry flavors that linger beautifully. Picks up all kinds of spicy notes as the finish goes on and on. Should only get deeper with age. Drink now through 2020. 2,500 cases made. —HS",2004
1618,40,Azelia Barolo Bricco Fiasco +,Azelia,2000,95,78.0,"The nose of this wine evokes crushed Nebbiolo, with hints of fresh flowers and Indian spices. Full-bodied, with incredibly round, soft tannins. Long, velvety finish. Voluptuous. Azelia has come into its own. Serve this to the nonbelievers. Best after 2008. 1,040 cases made. —JS",2004
1619,34,Araujo Sauvignon Blanc Napa Valley Eisele Vineyard +,Araujo,2002,94,32.0,"An exceptional bottling that offers a veritable explosion of hay, lemon blossom, grass, melon and nectarine notes. Tangy acidity, supple cream tones, anise and mineral nuances weave through a finish of superior depth and dimension. Doesn't get much better than this. Drink now through 2006. 1,300 cases made. —JL",2004
1620,47,Alban Syrah Edna Valley Reva +,Alban,2001,94,44.0,"Tremendous; dark, dense, rich and concentrated, with layers of beef carpaccio, blackberry, wild berry, exotic peppery spices and touches of tar and herbs, finishing with a long, rich, detailed finish. Drink now through 2012. 1,450 cases made. —JL",2004
1621,69,Château Haut-Bages Libéral Pauillac +,Château Haut-Bages Libéral,2001,91,20.0,"Black cherries with fresh basil on the nose open to a full-bodied palate, with velvety tannins and a medium finish. A solid wine with a good core of fruit and tannins. Best after 2008. 10,000 cases made. —JS",2004
1622,76,Sebastiani Chardonnay Sonoma County Appellation Selection +,Sebastiani,2001,90,13.0,"Impeccable balance, richness and complexity, with tiers of spicy pear, floral, honey, vanilla and toasty oak and a long, persistent finish that echoes hazelnut and spice. Drink now through 2009. 26,500 cases made. —JL",2004
1623,57,Chateau Dereszla Tokaji Aszú 5 Puttonyos +,Chateau Dereszla,2000,95,35.0,"Gorgeous, silky and harmonious, offering orange blossom, honey and beeswax aromas and flavors. Lightweight, elegant and vibrant, it carries its sweetness with poise, ending with freshness and a long aftertaste of honey. Drink now through 2020. 1,250 cases made. —BS",2004
1624,67,Bodega Catena Zapata Malbec Mendoza +,Bodega Catena Zapata,2002,91,22.0,"Rock solid, with thoroughly ripe blackberry and boysenberry fruit augmented by toast, spice, mineral and loam. Dense and plush, but vivid and defined through the finely stitched finish. Drink now through 2007. 33,000 cases made. —JM",2004
1625,66,Domaines Schlumberger Riesling Alsace Les Princes Abbés +,Domaines Schlumberger,2000,91,16.0,"This is lush and though it starts out off-dry, the racy structure emerges midpalate, driving the floral, peach and mineral flavors to a long, dry conclusion. It really sings on the finish today, with a long, smoky aftertaste. Drink now through 2010. 2,000 cases imported. —BS",2004
1626,43,Pago de los Capellanes Ribera del Duero Crianza +,Pago de los Capellanes,2001,93,26.0,"This distinctive red is graceful on the palate, but has an intensity that amplifies and focuses its ripe fruit and toasty oak flavors, driving them across the palate and into the long, long finish. It's not showy, but the longer you linger, the more it delivers. Drink now through 2015. 7,600 cases made. —TM",2004
1627,68,Chateau Ste. Michelle-Dr. Loosen Riesling Columbia Valley Eroica +,Chateau Ste. Michelle-Dr. Loosen,2003,91,20.0,"Graceful and subtle, with lively support for its stony green apple and delicate apricot flavor, finishing dry but with a caramel note that makes it all the more intriguing. Impressive for the way it knits together. Drink now through 2008. 18,000 cases made. —HS",2004
1628,45,Penfolds Shiraz Barossa Valley RWT +,Penfolds,2001,94,70.0,"Ripe and open-textured, rife with cherry, currant and blueberry jam flavors, subtlety shaded with spicy, slightly smoky overtones that linger along with the fruit on a very persistent finish. A hint of melted wax that is intriguing as well. Best from 2005 through 2015. 8,000 cases made. —HS",2004
1629,60,Ca' Bianca Barolo +,Ca' Bianca,2000,92,36.0,"Focused and dense plum and blackberry fruit on the nose. Full-bodied, jammy and rich. Soft tannins. Fruit-forward. Best after 2008. 5,000 cases made. —JS",2004
1630,56,Paloma Merlot Spring Mountain District +,Paloma,2002,93,51.0,"Ripe, rich, juicy and polished, with layers of currant, black cherry and plum that are deeply concentrated, elegant and lively. A light overlay of toasty, mocha-scented oak adds another flavor dimension, and the flavors linger on a long, zesty aftertaste. A delicious Merlot that's a worthy successor to the stellar '01. Drink now through 2009. 1,650 cases made. —JL",2004
